,Unnamed: 0,Numero_pendiente,longitud,latitud,fecha,anomalia,distancia_km,velocidad_kmh,fuera_del_recinto,anomalia_prediccion
0,0,1001,-8.41617028911513,43.31240450114329,20240213192035,False,0.0,0.0,False,True
1,1,1001,-8.41573350520548,43.31297398952621,20240213192535,False,0.07251769382841686,0.29007077531366743,False,True
2,2,1001,-8.416673743864626,43.31283624925893,20240213193035,False,0.07759883085603037,0.31039532342412146,False,True
3,3,1001,-8.416206606745265,43.31243492896605,20240213193535,False,0.05847936808550798,0.23391747234203192,False,True
4,4,1001,-8.415611737470176,43.31113848000533,20240213194035,False,0.15198094434642503,0.6079237773857001,False,True
5,5,1001,-8.416183595055093,43.3111839369334,20240213194535,False,0.04654414374368005,0.1861765749747202,False,True
6,6,1001,-8.416353007029146,43.31138024762771,20240213195035,False,0.02577552952994361,0.10310211811977445,False,True
7,7,1001,-8.418735417455741,43.31130249717807,20240213195535,False,0.1929535167062429,0.7718140668249716,False,True
8,8,1001,-8.418414556623704,43.3106364018215,20240213200035,False,0.0784844032410214,0.3139376129640856,False,True
9,9,1001,-8.418304266783075,43.31152519938385,20240213200535,False,0.09923182406977157,0.3969272962790863,False,False
10,10,1001,-8.417269465257002,43.31210300844431,20240213201035,False,0.10553582202193725,0.422143288087749,False,False
11,11,1001,-8.418151693393238,43.3122851876058,20240213201535,False,0.07419851656936728,0.2967940662774691,False,True
12,12,1001,-8.416655446257272,43.31304248730245,20240213202035,False,0.14746530367272528,0.5898612146909011,False,True
13,13,1001,-8.417136714450411,43.31271668906793,20240213202535,False,0.05318446426887356,0.21273785707549425,False,True
14,14,1001,-8.4181335317815,43.31179125643743,20240213203035,False,0.13074275370658256,0.5229710148263302,False,True
15,15,1001,-8.418881877085594,43.31188857503604,20240213203535,False,0.06150719314571987,0.24602877258287947,False,True
16,16,1001,-8.418403742518706,43.31077558170474,20240213204035,False,0.12966465356165144,0.5186586142466058,False,True
17,17,1001,-8.416568876083465,43.31291219588339,20240213204535,False,0.2801500345875665,1.120600138350266,False,True
18,18,1001,-8.417291870521987,43.31261404990418,20240213205035,False,0.06723713738243564,0.26894854952974256,False,True
19,19,1001,-8.416416207615658,43.31218438447274,20240213205535,False,0.08545220741632575,0.341808829665303,False,True
20,20,1001,-8.415653952718907,43.31155164913309,20240213210035,False,0.09356110532399463,0.3742444212959785,False,True
21,21,1001,-8.416382981191537,43.310830235485774,20240213210535,False,0.09956979063304378,0.3982791625321751,False,True
22,22,1001,-8.417807910789952,43.31154818837029,20240213211035,False,0.14023268510184048,0.5609307404073619,False,True
23,23,1001,-8.418227368684589,43.31262696765638,20240213211535,False,0.12466322463121951,0.49865289852487804,False,True
24,24,1001,-8.41652183423754,43.31256654452773,20240213212035,False,0.13815462998681227,0.5526185199472491,False,True
25,25,1001,-8.417728208907809,43.31295908144113,20240213212535,False,0.10691997882845147,0.4276799153138059,False,True
26,26,1001,-8.417917473603596,43.31127119206786,20240213213035,False,0.18830839482314876,0.753233579292595,False,True
27,27,1001,-8.417755466231858,43.31284498399474,20240213213535,False,0.17548789517661897,0.7019515807064759,False,True
28,28,1001,-8.418084440100383,43.311924092231415,20240213214035,False,0.10580122020692685,0.4232048808277074,False,False
29,29,1001,-8.418899141100896,43.31222014837118,20240213214535,False,0.0736795768810521,0.2947183075242084,False,True
30,30,1001,-8.418091142800181,43.31214046300595,20240213215035,False,0.06597160927221964,0.26388643708887854,False,False
31,31,1001,-8.418777172407996,43.31136645081152,20240213215535,False,0.10241244032476096,0.40964976129904385,False,True
32,32,1001,-8.41923485872917,43.31309798235222,20240213220035,False,0.19606622987131084,0.7842649194852434,False,True
33,33,1001,-8.419274874344278,43.31228512009815,20240213220535,False,0.0904441240037023,0.3617764960148092,False,True
34,34,1001,-8.41898347047543,43.31175448142188,20240213221035,False,0.06354045946966357,0.25416183787865426,False,True
35,35,1001,-8.417133640314285,43.31162478030401,20240213221535,False,0.15036130887641855,0.6014452355056742,False,True
36,36,1001,-8.417230813956644,43.3128986520586,20240213222035,False,0.14186610241758824,0.5674644096703529,False,True
37,37,1001,-8.417743133059611,43.31172132063967,20240213222535,False,0.13731882420479277,0.5492752968191711,False,True
38,38,1001,-8.41726504983204,43.31284555000987,20240213223035,False,0.13085626587340973,0.5234250634936389,False,True
39,39,1001,-8.41850227587639,43.31217988772845,20240213223535,False,0.12449500774050423,0.49798003096201693,False,True
40,40,1001,-8.416518387735149,43.31288332540601,20240213224035,False,0.1785563648204022,0.7142254592816089,False,True
41,41,1001,-8.417701953870045,43.31315493624487,20240213224535,False,0.10040896543024938,0.4016358617209975,False,True
42,42,1001,-8.417386394225062,43.313116489593526,20240213225035,False,0.025886480320653167,0.10354592128261267,False,True
43,43,1001,-8.41774062722961,43.31239241545979,20240213225535,False,0.08546231777706047,0.34184927110824187,False,False
44,44,1001,-8.41562061761765,43.31172123684106,20240213230035,False,0.18705986067866104,0.7482394427146442,False,True
45,45,1001,-8.416367871340928,43.312157450852894,20240213230535,False,0.07751160270908579,0.31004641083634316,False,True
46,46,1001,-8.417995533168751,43.31060494655163,20240213231035,False,0.21712771895036345,0.8685108758014538,False,True
47,47,1001,-8.417705778939936,43.31096144733577,20240213231535,False,0.04605475870803277,0.1842190348321311,False,True
48,48,1001,-8.416200990592246,43.31279959859521,20240213232035,False,0.23790703891089304,0.9516281556435722,False,True
49,49,1001,-8.416158269179466,43.31313103264606,20240213232535,False,0.03701551977096117,0.14806207908384467,False,True
50,50,1001,-8.416305537638106,43.31217003746952,20240213233035,False,0.10752003576660432,0.4300801430664173,False,True
51,51,1001,-8.417000328534153,43.31198940804334,20240213233535,False,0.05969492152010719,0.23877968608042877,False,True
52,52,1001,-8.415621295038113,43.31312931496732,20240213234035,False,0.1688637218782839,0.6754548875131356,False,True
53,53,1001,-8.415640974459274,43.31141229324905,20240213234535,False,0.19093074316055217,0.7637229726422087,False,True
54,54,1001,-8.415721113125233,43.31049886860377,20240213235035,False,0.10177494318315747,0.40709977273262987,False,True
55,55,1001,-8.415950136770023,43.31113304459868,20240213235535,False,0.0729111999616023,0.2916447998464092,False,True
56,56,1001,-8.41578307612767,43.31140453487675,20240214000035,False,0.033076279788053574,0.1323051191522143,False,True
57,57,1001,-8.416324619289796,43.31150594058528,20240214000535,False,0.04524355344165141,0.18097421376660563,False,False
58,58,1001,-8.41673019787515,43.312776120858224,20240214001035,False,0.14499954424503408,0.5799981769801363,False,False
59,59,1001,-8.416725622418138,43.31188242562536,20240214001535,False,0.0993750653824133,0.3975002615296532,False,False
60,60,1001,-8.41669664853207,43.31140329648403,20240214002035,False,0.05332828000689489,0.21331312002757957,False,False
61,61,1001,-8.418778806690403,43.313022947115215,20240214002535,False,0.24660705599495972,0.9864282239798389,False,True
62,62,1001,-8.418236022534263,43.31252445234924,20240214003035,False,0.07071814168078742,0.2828725667231497,False,False
63,63,1001,-8.417055073418522,43.31281382890304,20240214003535,False,0.10082056321977925,0.403282252879117,False,False
64,64,1001,-8.416978067957357,43.31195379568802,20240214004035,False,0.09583406927169104,0.38333627708676415,False,False
65,65,1001,-8.416934596147017,43.3111184631661,20240214004535,False,0.09295130905534306,0.37180523622137224,False,False
66,66,1001,-8.417758883024135,43.31101747683781,20240214005035,False,0.06763170046576641,0.27052680186306566,False,False
67,67,1001,-8.41854192770268,43.3105161283576,20240214005535,False,0.08439078718429815,0.3375631487371926,False,False
68,68,1001,-8.418492480521763,43.31046891319347,20240214010035,False,0.0066007460261836405,0.026402984104734562,False,True
69,69,1001,-8.417826475761848,43.31099687498999,20240214010535,False,0.07968844141911668,0.31875376567646674,False,False
70,70,1001,-8.41771000664697,43.31098986455351,20240214011035,False,0.009455703329921466,0.037822813319685865,False,True
71,71,1001,-8.413429748538004,43.31372034842496,20240214011535,True,0.4605560121715083,1.8422240486860333,True,True
72,72,1001,-8.415779394105877,43.31172778512783,20240214012035,False,0.2919414712388389,1.1677658849553556,False,True
73,73,1001,-8.417517461798614,43.31299044927758,20240214012535,False,0.19871527768636338,0.7948611107454535,False,True
74,74,1001,-8.41722044208046,43.31250633005752,20240214013035,False,0.05895200212879385,0.2358080085151754,False,False
75,75,1001,-8.417934604463364,43.31192985297833,20240214013535,False,0.0863000981822203,0.3452003927288812,False,False
76,76,1001,-8.418544386491012,43.31106539746399,20240214014035,False,0.1080453115729119,0.4321812462916476,False,False
77,77,1001,-8.417792545994466,43.31173627056924,20240214014535,False,0.09625604682907755,0.3850241873163102,False,False
78,78,1001,-8.418862493017627,43.31253088254167,20240214015035,False,0.12369685017926849,0.49478740071707394,False,False
79,79,1001,-8.418972106118709,43.31240515953819,20240214015535,False,0.01655552564156853,0.06622210256627412,False,True
80,80,1001,-8.418400628706559,43.31256900071708,20240214020035,False,0.04969684611836003,0.19878738447344013,False,False
81,81,1001,-8.418229743062149,43.31263690779889,20240214020535,False,0.015753555064826664,0.06301422025930666,False,True
82,82,1001,-8.419254975943227,43.31171527220124,20240214021035,False,0.1318449719245886,0.5273798876983544,False,False
83,83,1001,-8.418797031866976,43.31166451044496,20240214021535,False,0.037479302699363275,0.1499172107974531,False,False
84,84,1001,-8.419060868019226,43.31120674101863,20240214022035,False,0.055196592642347,0.220786370569388,False,False
85,85,1001,-8.419207016113493,43.313119082042704,20240214022535,False,0.21297113730576048,0.8518845492230419,False,True
86,86,1001,-8.419403465383532,43.31305333851715,20240214023035,False,0.017494731139693135,0.06997892455877254,False,True
87,87,1001,-8.419328568944753,43.31303557303681,20240214023535,False,0.006373530384070854,0.025494121536283415,False,True
88,88,1001,-8.418538061564268,43.31230458945444,20240214024035,False,0.10342804002328589,0.41371216009314354,False,False
89,89,1001,-8.418684375730646,43.31205185458403,20240214024535,False,0.030494405447233384,0.12197762178893354,False,False
90,90,1001,-8.418142135801018,43.31237778328147,20240214025035,False,0.05690505791980852,0.2276202316792341,False,False
91,91,1001,-8.417909997035387,43.312196505837605,20240214025535,False,0.027551253620486032,0.11020501448194413,False,False
92,92,1001,-8.417691494622824,43.311771988834295,20240214030035,False,0.05040603644325864,0.20162414577303456,False,False
93,93,1001,-8.41751661461219,43.311353478355336,20240214030535,False,0.0486397740823392,0.1945590963293568,False,False
94,94,1001,-8.41608491616518,43.31144136723583,20240214031035,False,0.11624947382903444,0.4649978953161378,False,False
95,95,1001,-8.416222153403886,43.31164983253657,20240214031535,False,0.02570251252834515,0.1028100501133806,False,True
96,96,1001,-8.415665860861923,43.31128629482171,20240214032035,False,0.060497096739940144,0.24198838695976058,False,True
97,97,1001,-8.416152265084298,43.31216354937285,20240214032535,False,0.10518577935958583,0.4207431174383433,False,False
98,98,1001,-8.416842139919932,43.31080382592468,20240214033035,False,0.1611685610807013,0.6446742443228052,False,False
99,99,1001,-8.417583474917079,43.3107406558315,20240214033535,False,0.060391522751106284,0.24156609100442514,False,False
100,100,1001,-8.416924104048556,43.31065585427337,20240214034035,False,0.05417687406739268,0.21670749626957073,False,False
101,101,1001,-8.417540181534427,43.31091619461071,20240214034535,False,0.057643219379756,0.230572877519024,False,False
